CUI,SAB_x,SAB_y,STR,DEF
C0023473,HPO,DXP,"LEUKEMIA, MYELOCYTIC, CHRONIC",A myeloproliferative disorder characterized by increased proliferation of the granulocytic cell line without the loss of their capacity to differentiate. [HPO:probinson]
C0023473,ORPHANET,DXP,"LEUKEMIA, MYELOCYTIC, CHRONIC",Chronic myeloid leukaemia (CML) is the most common myeloproliferative disorder accounting for 15-20% of all leukaemia cases.
C0023473,PDQ,DXP,"LEUKEMIA, MYELOCYTIC, CHRONIC","The most common chronic myeloproliferative disorder characterized by neutrophilic leukocytosis. It is associated with the Philadelphia (Ph) chromosome and/or the BCR/ABL fusion gene. Most patients are middle-aged or elderly. Common findings at presentation include fatigue, weight loss, anemia, night sweats, and splenomegaly. The disease is bi- or triphasic; an initial indolent chronic phase is followed by an accelerated or blast phase. Allogeneic bone marrow transplantation is currently the only curative therapy (adapted from WHO 2001). Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C3174"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C3174"" NCI Thesaurus)"
C0023484,CSP,DXP,"LEUKEMIA, PLASMA CELL",rare type of acute leukemia in which the predominating cell in the peripheral blood is the plasma cell; it is often seen in conjunction with multiple myeloma and may be a variant form of that disease.
C0023484,MSH,DXP,"LEUKEMIA, PLASMA CELL","A rare, aggressive variant of MULTIPLE MYELOMA characterized by the circulation of excessive PLASMA CELLS in the peripheral blood. It can be a primary manifestation of multiple myeloma or develop as a terminal complication during the disease."
C0023484,ORPHANET,DXP,"LEUKEMIA, PLASMA CELL","A rare plasma cell neoplasm characterized by peripheral plasmacytosis, usually with extensive and diffuse infiltration of the bone marrow, and monoclonal paraproteinemia. Neoplastic plasma cells may also be found in extramedullary sites, such as the liver or spleen, among others. Most cases present as primary plasma cell leukemia without previous diagnosis of myeloma. The condition can also represent leukemic transformation of plasma cell myeloma (secondary plasma cell leukemia). Clinical manifestations include lymphadenopathy, organomegaly, renal failure, bone marrow failure, and peripheral neuropathies. High serum levels of lactate dehydrogenase and beta2-microglobulin, as well as hypercalcemia (potentially leading to hypercalcemic crisis) are typically observed."
C0023484,NCI,DXP,"LEUKEMIA, PLASMA CELL",An aggressive plasma cell neoplasm characterized by the presence of neoplastic plasma cells in the peripheral blood. It is characterized by the presence of a circulating clonal plasma cell count that exceeds 2x10^9/L or is 20% of the leukocyte differential count.
C0023487,MSH,DXP,"LEUKEMIA, PROMYELOCYTIC",An acute myeloid leukemia in which abnormal PROMYELOCYTES predominate. It is frequently associated with DISSEMINATED INTRAVASCULAR COAGULATION.
C0023487,HPO,DXP,"LEUKEMIA, PROMYELOCYTIC",A type of acute myeloid leukemia in which abnormal promyelocytes predominate. [HPO:probinson]
C0023487,NCI,DXP,"LEUKEMIA, PROMYELOCYTIC",An acute myeloid leukemia (AML) in which abnormal promyelocytes predominate. It is characterized by the PML-RARA fusion. There are two variants: the typical and microgranular variant. This AML is particularly sensitive to treatment with all trans-retinoic acid and has a favorable prognosis. (WHO)
C0023487,ORPHANET,DXP,"LEUKEMIA, PROMYELOCYTIC","An aggressive form of acute myeloid leukemia (AML), characterized by arrest of leukocyte differentiation at the promyelocyte stage, due to a specific chromosomal translocation t(15;17) in myeloid cells, and manifests with easy bruising, hemorrhagic diathesis and fatigue."
C0023501,MSH,DXP,LEUKEMOID REACTION,"A peripheral blood picture resembling that of leukemia or indistinguishable from it on the basis of morphologic appearance alone. (Dorland, 27th ed)"
C0023501,NCI,DXP,LEUKEMOID REACTION,"A hematology test result that indicates the presence of an increased white blood cell count and increased neutrophil precursors resembling leukemia, in a peripheral blood smear."
C0023521,MSH,DXP,KRABBE DISEASE,"An autosomal recessive metabolic disorder caused by a deficiency of GALACTOSYLCERAMIDASE leading to intralysosomal accumulation of galactolipids such as GALACTOSYLCERAMIDES and PSYCHOSINE. It is characterized by demyelination associated with large multinucleated globoid cells, predominantly involving the white matter of the central nervous system. The loss of MYELIN disrupts normal conduction of nerve impulses."
C0023521,CSP,DXP,KRABBE DISEASE,"inherited, demyelinating, human lipid storage disease caused by a deficiency of galactosylceramidase; manifestations include convulsions, quadriplegia, blindness, deafness, and mental retardation."
C0023521,NCI,DXP,KRABBE DISEASE,"A rare inherited neurodegenerative disorder that belongs to the group of leukodystrophies. It is characterized by myelin destruction, gliosis in the brain, and the presence of multinucleated globoid cells. Signs and symptoms include irritability, mental and motor developmental disturbances, muscle weakness, seizures, blindness, and deafness."
C0023521,JABL,DXP,KRABBE DISEASE,"A degenerative disease of the central and peripheral nervous system caused by abnormal breakdown and turnover of myelin and marked by reduced galacosylceramide beta-galactosidase activity (EC 3.2.1.46). Two types based on the age of onset are recognized: Infantile-onset Krabbe disease is marked by the appearance of symptoms at ages 3-6 months, which include irritability, frequent crying, and increase of muscle tonus. They are followed by opisthotonos, less of tendon reflexes, visual failure, elevated cerebrospinal fluid proteins, and delayed nerve conduction velocity. Most infants die during the second year of life. Late-onset Krabbe disease (LOKD) has first symptoms at ages 5 to 10 years, consisting of focal neurological signs, hemiparesis, cerebellar ataxia, cortical blindness, and spastic paraplegia, followed by mental and physical deterioration. Some patients survive into adulthood."
C0023521,LNC,DXP,KRABBE DISEASE,"Krabbe disease is an inherited disorder that affects the nervous system. This condition is characterized by severe muscle weakness, slow mental and physical development, vision loss, and seizures. Mutations in the GALC gene cause Krabbe disease; it has an autosomal recessive pattern of inheritance."
C0023521,ORPHANET,DXP,KRABBE DISEASE,"A rare lysosomal disorder that affects the white matter of the central and peripheral nervous systems characterized by neurodegeneration with severity depending on the age of onset (infantile, late-infantile, juvenile, adolescent and adulthood)."
C0023522,MSH,DXP,METACHROMATIC LEUKODYSTROPHY,"An autosomal recessive metabolic disease caused by a deficiency of CEREBROSIDE-SULFATASE leading to intralysosomal accumulation of cerebroside sulfate (SULFOGLYCOSPHINGOLIPIDS) in the nervous system and other organs. Pathological features include diffuse demyelination, and metachromatically-staining granules in many cell types such as the GLIAL CELLS. There are several allelic and nonallelic forms with a variety of neurological symptoms."
C0023522,CSP,DXP,METACHROMATIC LEUKODYSTROPHY,autosomal recessive lysosomal storage disease caused by a deficiency of cerebroside sulfatase leading to an accumulation of cerebroside sulfate in the nervous system and other organs.
C0023522,NCI,DXP,METACHROMATIC LEUKODYSTROPHY,"An autosomal recessive inherited disorder characterized by abnormalities in the development of the myelin sheaths. It is caused by a deficiency of the enzyme arylsulfatase A. There are three forms of this disease: late infantile, juvenile, and adult. In the late infantile form symptoms include muscle weakness and rigidity, gait disturbances, developmental delays, and seizures. In the juvenile form symptoms include gait disturbances, mental deterioration and seizures. The adult form is characterized by psychotic symptoms and dementia."
C0023522,ORPHANET,DXP,METACHROMATIC LEUKODYSTROPHY,"A rare lysosomal disease characterized by accumulation of sulfatides in the central and peripheral nervous system due to deficiency of the enzyme arylsulfatase A, leading to demyelination. Three clinical subtypes can be distinguished based on the age of onset: late infantile, juvenile, and adult. Lead symptoms are deterioration in motor or cognitive function or behavioral problems, depending on the subtype, all eventually culminating in a decerebrated state and death after a highly variable disease course and duration. Mode of inheritance is autosomal recessive."
C0023524,MSH,DXP,"LEUKOENCEPHALOPATHY, PROGRESSIVE MULTIFOCAL","An opportunistic viral infection of the central nervous system associated with conditions that impair cell-mediated immunity (e.g., ACQUIRED IMMUNODEFICIENCY SYNDROME and other IMMUNOLOGIC DEFICIENCY SYNDROMES; HEMATOLOGIC NEOPLASMS; IMMUNOSUPPRESSION; and COLLAGEN DISEASES). The causative organism is JC Polyomavirus (JC VIRUS) which primarily affects oligodendrocytes, resulting in multiple areas of demyelination. Clinical manifestations include DEMENTIA; ATAXIA; visual disturbances; and other focal neurologic deficits, generally progressing to a vegetative state within 6 months. (From Joynt, Clinical Neurology, 1996, Ch26, pp36-7)"
C0023524,CSP,DXP,"LEUKOENCEPHALOPATHY, PROGRESSIVE MULTIFOCAL","demyelination in various part of the central nervous system, usually secondary to neoplastic disease; JC virus has been recovered from brain tissue."
C0023524,NCI,DXP,"LEUKOENCEPHALOPATHY, PROGRESSIVE MULTIFOCAL",A progressive demyelination within the central nervous system associated with reactivation of a latent JC virus infection.
C0023601,MSH,DXP,"TESTIS, INTERSTITIAL CELL TUMOR","Gonadal interstitial or stromal cell neoplasm composed of only LEYDIG CELLS. These tumors may produce one or more of the steroid hormones such as ANDROGENS; ESTROGENS; and CORTICOSTEROIDS. Clinical symptoms include testicular swelling, GYNECOMASTIA, sexual precocity in children, or virilization (VIRILISM) in females."
C0023601,PDQ,DXP,"TESTIS, INTERSTITIAL CELL TUMOR","A sex cord-stromal tumor occurring in the testis and rarely in the ovary. It is predominantly or completely composed of Leydig cells which may contain crystals of Reinke. In males it usually presents as a painless testicular enlargement and it may be associated with gynecomastia and decreased libido. The majority of the cases have a benign clinical course. Approximately 10% of the cases have a malignant clinical course and metastasize. In females it may be associated with androgenic manifestations and it follows a benign clinical course. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C3188"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C3188"" NCI Thesaurus)"
C0023601,NCI,DXP,"TESTIS, INTERSTITIAL CELL TUMOR",A sex cord-stromal tumor occurring in the testis and rarely in the ovary. It is predominantly or completely composed of Leydig cells which may contain crystals of Reinke. In males it usually presents as a painless testicular enlargement and it may be associated with gynecomastia and decreased libido. The majority of the cases have a benign clinical course. Approximately 10% of the cases have a malignant clinical course and metastasize. In females it may be associated with androgenic manifestations and it follows a benign clinical course.
C0023646,MSH,DXP,LICHEN PLANUS,"An inflammatory, pruritic disease of the skin and mucous membranes, which can be either generalized or localized. It is characterized by distinctive purplish, flat-topped papules having a predilection for the trunk and flexor surfaces. The lesions may be discrete or coalesce to form plaques. Histologically, there is a ""saw-tooth"" pattern of epidermal hyperplasia and vacuolar alteration of the basal layer of the epidermis along with an intense upper dermal inflammatory infiltrate composed predominantly of T-cells. Etiology is unknown."
C0023646,CSP,DXP,LICHEN PLANUS,"inflammatory, pruritic disease of the skin and mucous membranes, which can be either generalized or localized; characterized by distinctive purplish, flat-topped papules having a predilection for the trunk and flexor surfaces; lesions may be discrete or coalesce to form plaques."
C0023646,NCI,DXP,LICHEN PLANUS,"A chronic, recurrent, pruritic inflammatory disorder of unknown etiology that affects the skin and mucus membranes. It presents with rashes and papules that tend to resolve spontaneously. It may be associated with hepatitis C. Certain drugs that contain arsenic or bismuth are associated with reactions mimicking lichen planus."
C0023652,MSH,DXP,LICHEN SCLEROSUS ET ATROPHICUS,A chronic inflammatory mucocutaneous disease usually affecting the female genitalia (VULVAR LICHEN SCLEROSUS) and BALANITIS XEROTICA OBLITERANS in males. It is also called white spot disease and Csillag's disease.
C0023652,NCI,DXP,LICHEN SCLEROSUS ET ATROPHICUS,"A chronic inflammatory process affecting the skin. It is characterized by the presence of white, indurated plaques, epidermal atrophy, and fibrosis of the upper dermis. It usually appears in the vulva and penis."
C0023786,MSH,DXP,MUCOPOLYSACCHARIDOSIS I,"Systemic lysosomal storage disease caused by a deficiency of alpha-L-iduronidase (IDURONIDASE) and characterized by progressive physical deterioration with urinary excretion of DERMATAN SULFATE and HEPARAN SULFATE. There are three recognized phenotypes representing a spectrum of clinical severity from severe to mild: Hurler syndrome, Hurler-Scheie syndrome and Scheie syndrome (formerly mucopolysaccharidosis V). Symptoms may include DWARFISM; hepatosplenomegaly; thick, coarse facial features with low nasal bridge; corneal clouding; cardiac complications; and noisy breathing."
C0023786,CSP,DXP,MUCOPOLYSACCHARIDOSIS I,"autosomal recessive systemic lysosomal storage disease caused by a deficiency of alpha-L-iduronidase and characterized by progressive physical deterioration with urinary excretion of dermatan sulfate and heparan sulfate; there are three recognized phenotypes representing a spectrum of clinical severity from severe to mild: Hurler's syndrome, Hurler-Scheie syndrome and Scheie's syndrome (formerly mucopolysaccharidosis V); symptoms may include dwarfism, hepatosplenomegaly, gargoyle-like facies, corneal clouding, cardiac complications, and noisy breathing."
C0023786,JABL,DXP,MUCOPOLYSACCHARIDOSIS I,"Inborn mucopolysaccharide metabolism disorder with alpha-L-iduronidase deficiency in leukocytes and fibroblasts and abnormal mucopolysaccharide incorporation and degradation by fibroblasts. Three types are recognized. All three types have similar laboratory findings, except that the fibroblasts in MPS-I-H are heat-stable, whereas in MPS-I-S they are heat-labile. Otherwise, the distinction is mainly clPinical. Johnie McL was the patient in whom the syndrome was observed, hence the synonym Johnie McL syndrome.mucopolysaccharidosis (MPS) I-H Synonyms: Hurler syndrome gargoylism) The most severe of the three types with coarse (gargyloid) facies, accelerated growth from infancy followed by progressive decline in the rate of development, mental retardation, dysostosis multiplex, corneal clouding, and death before the age of 10 years because of pneumonia and heart failure. Some symptoms (hernia, macrocephaly, respiratory infections, and limited hip abduction) become apparent early in infancy but the complete clinical picture develops during the second year of life.mucopolysaccharidosis (MPS) I-S Synonyms: Scheie syndrome late Hurler syndrome forme fruste of Hurler syndrome Ullrich-Scheie syndrome Spat-Hurler syndrome A more moderate form which is marked by corneal opacities, clawhand, aortic valve disease, normal stature, mild or absent intellectual impairment, and nearly normal life span, depending on cardiac complications. The condition is seldom recognized during infancy or early childhood.mucopolysaccharidosis (MPS) H/I-S Synonyms: Hurler-Scheie syndrome, phenotype, compound, genetic compound, or syndrome An intermediate form between Hurler and Scheie syndromes, including short stature, dysostosis multiplex, hepatosplenomegaly, corneal clouding, umbilical or inguinal hernia, generally normal mental development with psychotic symptoms later in life, and death by age 25 years. The symptoms usually become apparent by the age of two years."
C0023786,NCI,DXP,MUCOPOLYSACCHARIDOSIS I,The most common type of mucopolysaccharidosis. It is inherited in an autosomal recessive pattern. It comprises a group of lysosomal storage diseases which includes the most severe form (Hurler syndrome) and the mildest form (Scheie syndrome).
C0023786,ORPHANET,DXP,MUCOPOLYSACCHARIDOSIS I,"Mucopolysaccharidosis type 1 (MPS 1) is a rare lysosomal storage disease belonging to the group of mucopolysaccharidoses. There are three variants, differing widely in their severity, with Hurler syndrome being the most severe, Scheie syndrome the mildest and Hurler-Scheie syndrome giving an intermediate phenotype."
C0023788,NCI,DXP,WHIPPLES DISEASE,"A systemic infection caused by the Gram-positive bacterium Tropheryma whipplei. It affects the small intestine resulting in malabsorption. Other sites or systems affected by the infection are the joints, central nervous system, and the cardiovascular system."
C0023788,MSH,DXP,WHIPPLES DISEASE,"A chronic systemic infection by a gram-positive bacterium, Tropheryma whippelii, mainly affecting the SMALL INTESTINE but also the JOINTS; CARDIOVASCULAR SYSTEM; and the CENTRAL NERVOUS SYSTEM. The disease is characterized by fat deposits in the INTESTINAL MUCOSA and LYMPH NODES, malabsorption, DIARRHEA with fatty stools, MALNUTRITION, and ARTHRITIS."
C0023788,ORPHANET,DXP,WHIPPLES DISEASE,A rare chronic infectious disorder in which almost all organ systems can be invaded by the rod-shaped bacterium Tropheryma whipplei (&lt;i&gt;TW&lt;/i&gt;).
C0023795,MSH,DXP,"PROTEINOSIS, LIPOID",An autosomal recessive disorder characterized by glassy degenerative thickening (hyalinosis) of SKIN; MUCOSA; and certain VISCERA. This disorder is caused by mutation in the extracellular matrix protein 1 gene (ECM1). Clinical features include hoarseness and skin eruption due to widespread deposition of HYALIN.
C0023795,NCI,DXP,"PROTEINOSIS, LIPOID","A rare, autosomal recessive metabolic disorder characterized by hoarseness of voice, eyelid beading, skin lesions, and seizures."
C0023795,ORPHANET,DXP,"PROTEINOSIS, LIPOID","Lipoid proteinosis (LP) is a rare genodermatosis characterized clinically by mucocutaneous lesions, hoarseness developing in early childhood and, at times, neurological complications."
C0023817,CSP,DXP,HYPERLIPOPROTEINEMIA TYPE I,"rare familial condition characterized by massive chylomicronemia and decreased levels of other lipoproteins; due to deficiency of lipoprotein lipase, an alkaline triglyceride hydrolase which catalyzes an important step in the extrahepatic removal of triglyceride-rich lipoproteins from the blood."
C0023817,MSH,DXP,HYPERLIPOPROTEINEMIA TYPE I,An inherited condition due to a deficiency of either LIPOPROTEIN LIPASE or APOLIPOPROTEIN C-II (a lipase-activating protein). The lack of lipase activities results in inability to remove CHYLOMICRONS and TRIGLYCERIDES from the blood which has a creamy top layer after standing.
C0023817,NCI,DXP,HYPERLIPOPROTEINEMIA TYPE I,A genetic disorder of lipoprotein metabolism caused by mutations in the LPL and apolipoprotein (apo) C-II genes. It is characterized by increased levels of chylomicrons and triglycerides in the blood.
C0023827,MSH,DXP,LIPOSARCOMA,"A malignant tumor derived from primitive or embryonal lipoblastic cells. It may be composed of well-differentiated fat cells or may be dedifferentiated: myxoid (LIPOSARCOMA, MYXOID), round-celled, or pleomorphic, usually in association with a rich network of capillaries. Recurrences are common and dedifferentiated liposarcomas metastasize to the lungs or serosal surfaces. (From Dorland, 27th ed; Stedman, 25th ed)"
C0023827,CSP,DXP,LIPOSARCOMA,"malignant tumor derived from primitive or embryonal lipoblastic cells; may be composed of well-differentiated fat cells or may be dedifferentiated: myxoid, round-celled, or pleomorphic, usually in association with a rich network of capillaries; recurrences are common and dedifferentiated liposarcomas metastasize to the lungs or serosal surfaces."
C0023827,HPO,DXP,LIPOSARCOMA,Malignant neoplasms which probably originate in primitive mesenchymal stem cell populations differentiating down a lipomatous pathway. [MPATH:418]
C0023827,ORPHANET,DXP,LIPOSARCOMA,"Liposarcoma (LS), a type of soft tissue sarcoma, describes a group of lipomatous tumors of varying severity ranging from slow-growing to aggressive and metastatic. Liposarcomas are most often located in the lower extremities or retroperitoneum, but they can also occur in the upper extremities, neck, peritoneal cavity, spermatic cord, breast, vulva and axilla."
C0023827,NCI,DXP,LIPOSARCOMA,"A usually painless malignant tumor that arises from adipose tissue. Microscopically, it may contain a spectrum of neoplastic adipocytes ranging from lipoblasts to pleomorphic malignant adipocytes. Morphologic variants include: well differentiated, dedifferentiated, pleomorphic, and myxoid liposarcoma. The metastatic potential is higher in less differentiated tumors."
C0023860,CSP,DXP,LISTERIOSIS,"gram positive bacterial infection with the genus Listeria including Listeria meningitis which causes clinical manifestations including fever, altered mentation, headache, meningeal signs, focal neurologic signs, and seizures."
C0023860,NCI,DXP,LISTERIOSIS,"A bacterial infection caused by Listeria monocytogenes. It occurs in newborns, elderly, and immunocompromised patients. The bacteria are transmitted through ingestion of contaminated food. Clinical manifestations include fever, muscle pain, respiratory distress, nausea, diarrhea, neck stiffness, irritability, seizures, and lethargy."
C0023860,MSH,DXP,LISTERIOSIS,Infections with bacteria of the genus LISTERIA.
C0023860,MEDLINEPLUS,DXP,LISTERIOSIS,"<p>Listeriosis is a <a href=""https://medlineplus.gov/foodborneillness.html"">foodborne illness</a> caused by Listeria monocytogenes, bacteria found in soil and water. It can be in a variety of raw foods as well as in processed foods and foods made from unpasteurized milk. Listeria is unlike many other germs because it can grow even in the cold temperature of the refrigerator. </p> <p>Symptoms include fever and chills, headache, upset stomach and vomiting. Treatment is with antibiotics.</p> <p>Anyone can get the illness. But it is most likely to affect pregnant women and unborn babies, older adults, and people with weak immune systems. To reduce your risk:</p><ul> <li>Use precooked and ready-to-eat foods as soon as you can </li> <li> Avoid raw milk and raw milk products</li> <li> Heat ready-to-eat foods and leftovers until they are steaming hot</li> <li> Wash fresh fruits and vegetables </li> <li> Avoid rare meat and refrigerated smoked seafood</li> </ul> <p class="""">Centers for Disease Control and Prevention</p>"
C0023860,ORPHANET,DXP,LISTERIOSIS,"A rare bacterial infectious disease caused by the foodborne pathogen &lt;i&gt;Listeria monocytogenes&lt;/i&gt;, characterized by a febrile gastroenteritis, which is usually mild and self-limiting in otherwise healthy persons, but can progress to severe illness in at-risk groups like pregnant women, elderly people, immunocompromised people, and neonates. Complications include sepsis, meningitis, and encephalitis. Listeriosis during pregnancy usually occurs during the third trimester and may lead to preterm labor, miscarriage, stillbirth, or intrauterine infection of the unborn child."
C0023886,MSH,DXP,"LIVER, ABSCESS, AMEBIC",Single or multiple areas of PUS due to infection by any ameboid protozoa (AMEBIASIS). A common form is caused by the ingestion of ENTAMOEBA HISTOLYTICA.
C0023944,MSH,DXP,LOCKED-IN SYNDROME,"Acquired neuromuscular disorder characterized by complete paralysis of voluntary muscles and lower CRANIAL NERVES except for limited voluntary eye movements. It is due to various cerebrospinal disconnections at or near the PONS and the POSTERIOR CRANIAL FOSSA, typically secondary to pontine hemorrhage or infarct. Because cognitive function is intact it is sometimes referred to as a pseudocoma state."
C0023944,ORPHANET,DXP,LOCKED-IN SYNDROME,"Locked-in syndrome (LIS) is a neurological condition characterized by the presence of sustained eye opening, quadriplegia or quadriparesis, anarthria, preserved cognitive functioning and a primary code of communication that uses vertical eye movements or blinking."
C0023968,MSH,DXP,LOIASIS,A parasitic infection caused by the nematode Loa loa. The vector in the transmission of this infection is the horsefly (Tabanus) or the deerfly or mango fly (Chrysops). The larvae may be seen just beneath the skin or passing through the conjunctiva. Eye lesions are not uncommon. The disease is generally mild and painless.
C0023968,ORPHANET,DXP,LOIASIS,"Loiasis is a form of filariasis (see this term), caused by the parasitic worm &lt;i&gt;Loa loa&lt;/i&gt;, endemic to the forest and savannah regions of Central and Western Africa. Loiasis may either be asymptomatic or manifest as a large, transient area of localized, non-erythematous subcutaneous edema (Calabar swellings), adult worm migration through the sub-conjunctiva (''African eye worm'') and pruritus. Generalized itching, hives, muscle pains, arthralgias, fatigue, and adult worms visibly migrating under the surface of the skin may be observed. Severe complications such as encephalopathy have been reported in highly infected individuals receiving ivermectin during mass drug administration programs for the control of onchocerciasis and lymphatic filariasis (see these terms)."
C0023968,NCI,DXP,LOIASIS,"Infection by the African eye worm, Loa loa."
C0024081,MSH,DXP,"ANGINA, LUDWIG",Severe cellulitis of the submaxillary space with secondary involvement of the perimandibular spaces. It usually results from infection in the lower molar area or from an infection following a penetrating injury to the MOUTH FLOOR.
C0024110,MSH,DXP,"LUNG, ABSCESS","Solitary or multiple collections of PUS within the lung parenchyma as a result of infection by bacteria, protozoa, or other agents."
C0024110,NCI,DXP,"LUNG, ABSCESS","A bacterial, fungal or parasitic abscess that develops in the lung parenchyma. Causes include aspiration pneumonia, necrotizing pneumonia, necrotizing malignant tumors, and Wegener's granulomatosis."
C0024110,HPO,DXP,"LUNG, ABSCESS","A circumscribed area of pus or necrotic debris in lung parenchyma, which leads to a cavity, and after formation of bronchopulmonary fistula, can manifest as an air-fluid level inside the cavity. [PMID:26366400]"
C0024117,MSH,DXP,CHRONIC OBSTRUCTIVE LUNG DISEASE,A disease of chronic diffuse irreversible airflow obstruction. Subcategories of COPD include CHRONIC BRONCHITIS and PULMONARY EMPHYSEMA.
C0024117,CSP,DXP,CHRONIC OBSTRUCTIVE LUNG DISEASE,"chronic, irreversible obstruction of air flow from the lungs."
C0024117,NCI,DXP,CHRONIC OBSTRUCTIVE LUNG DISEASE,"A chronic and progressive lung disorder characterized by the loss of elasticity of the bronchial tree and the air sacs, destruction of the air sacs wall, thickening of the bronchial wall, and mucous accumulation in the bronchial tree. The pathologic changes result in the disruption of the air flow in the bronchial airways. Signs and symptoms include shortness of breath, wheezing, productive cough, and chest tightness. The two main types of chronic obstructive pulmonary disease are chronic obstructive bronchitis and emphysema."
