CUI_1,STR_1,CUI_2,STR_2,SCORE
C0034494,RABIES,C0085273,ERYTHEMA INFECTIOSUM,0.529678463935852
C0034561,"DERMATITIS, RADIATION",C0206063,"PNEUMONITIS, RADIATION",0.6383241415023804
C0034561,"DERMATITIS, RADIATION",C0156270,"CYSTITIS, IRRADIATION",0.5204686522483826
C0034561,"DERMATITIS, RADIATION",C0011609,"DERMATITIS, MEDICAMENTOSA",0.5043647289276123
C0034561,"DERMATITIS, RADIATION",C0011616,"DERMATITIS, CONTACT",0.5026889443397522
C0034561,"DERMATITIS, RADIATION",C4551831,"URTICARIA, PHYSICAL",0.44834592938423157
C0034561,"DERMATITIS, RADIATION",C0038325,STEVENS-JOHNSON SYNDROME,0.43576496839523315
C0034561,"DERMATITIS, RADIATION",C0011606,"DERMATITIS, EXFOLIATIVE, GENERALIZED",0.43076759576797485
C0034734,RAYNAUD DISEASE,C0151445,Primary Raynaud's phenomenon,0.7200526595115662
C0034734,RAYNAUD DISEASE,C0221347,ACROCYANOSIS,0.571072518825531
C0034734,RAYNAUD DISEASE,C1510431,SUPERFICIAL THROMBOPHLEBITIS,0.5451933145523071
C0034734,RAYNAUD DISEASE,C0014804,ERYTHROMELALGIA,0.5295535326004028
C0034734,RAYNAUD DISEASE,C0085642,LIVEDO RETICULARIS,0.5229759812355042
C0034734,RAYNAUD DISEASE,C0004943,BEHCET SYNDROME,0.5058947205543518
C0034734,RAYNAUD DISEASE,C0011606,"DERMATITIS, EXFOLIATIVE, GENERALIZED",0.4877204895019531
C0034887,"RECTUM, POLYP",C0850572,"COLON, ADENOMATOUS POLYP",0.7031433582305908
C0034887,"RECTUM, POLYP",C0221273,"POLYPS, JUVENILE",0.6471972465515137
C0034887,"RECTUM, POLYP",C3146245,ADENOMATOUS STOMACH POLYP,0.618811309337616
C0034887,"RECTUM, POLYP",C0149978,"RECTUM, ADENOCARCINOMA",0.5638564229011536
C0034888,"RECTUM, PROLAPSE",C0149771,RECTOCELE,0.5192709565162659
C0034888,"RECTUM, PROLAPSE",C0152443,"URETHRA, DIVERTICULUM",0.5132273435592651
C0034888,"RECTUM, PROLAPSE",C0034895,"FISTULA, RECTOVAGINAL",0.505484938621521
C0034888,"RECTUM, PROLAPSE",C0042140,"UTERUS, PROLAPSE",0.49239906668663025
C0034888,"RECTUM, PROLAPSE",C0156273,"BLADDER, DIVERTICULUM",0.4821549952030182
C0034895,"FISTULA, RECTOVAGINAL",C0042582,"FISTULA, VESICOVAGINAL",0.8038774132728577
C0034895,"FISTULA, RECTOVAGINAL",C0042140,"UTERUS, PROLAPSE",0.6102095246315002
C0034895,"FISTULA, RECTOVAGINAL",C0149771,RECTOCELE,0.6057632565498352
C0034895,"FISTULA, RECTOVAGINAL",C0266174,"DUODENUM, ATRESIA",0.581191897392273
C0034895,"FISTULA, RECTOVAGINAL",C0238502,"URETHRA, PROLAPSE",0.5622252225875854
C0034895,"FISTULA, RECTOVAGINAL",C0040588,TRACHEOESOPHAGEAL FISTULA,0.5416616201400757
C0034931,REFLEX SYMPATHETIC DYSTROPHY SYNDROME,C0040997,"NEURALGIA, TRIGEMINAL",0.6091070771217346
C0034931,REFLEX SYMPATHETIC DYSTROPHY SYNDROME,C0154731,"NEURALGIA, GLOSSOPHARYNGEAL",0.5382137894630432
C0034931,REFLEX SYMPATHETIC DYSTROPHY SYNDROME,C0037773,"PARAPLEGIA, SPASTIC HEREDITARY",0.5271680355072021
C0034931,REFLEX SYMPATHETIC DYSTROPHY SYNDROME,C0221759,BRACHIAL NEURITIS,0.5109912157058716
C0034960,REFSUM DISEASE,C5551003,CRIGLER-NAJJAR DISEASE,0.5838072896003723
C0034960,REFSUM DISEASE,C0004135,"ATAXIA, TELANGIECTASIA",0.5720345973968506
C0034960,REFSUM DISEASE,C0033847,PSEUDOXANTHOMA ELASTICUM,0.5711780786514282
C0035012,REITER SYNDROME,C0701807,ACUTE ANTERIOR UVEITIS,0.6282155513763428
C0035012,REITER SYNDROME,C0004943,BEHCET SYNDROME,0.5570530295372009
C0035012,REITER SYNDROME,C1692886,Bacterial arthritis,0.5312219262123108
C0035012,REITER SYNDROME,C0151436,"ANGIITIS, HYPERSENSITIVITY",0.5259070992469788
C0035012,REITER SYNDROME,C0027873,NEUROMYELITIS OPTICA,0.5195272564888
C0035012,REITER SYNDROME,C0042170,VOGT-KOYANAGI SYNDROME,0.511370062828064
C0035012,REITER SYNDROME,C0034152,HENOCH-SCHOENLEIN PURPURA,0.5113334655761719
C0035021,RELAPSING FEVER,C0085399,EHRLICHIOSIS,0.620965301990509
C0035021,RELAPSING FEVER,C0041351,TULAREMIA,0.5890151262283325
C0035021,RELAPSING FEVER,C0009400,COLORADO TICK FEVER,0.5837283730506897
C0035021,RELAPSING FEVER,C0035793,ROCKY MOUNTAIN SPOTTED FEVER,0.5824229121208191
C0035021,RELAPSING FEVER,C0012602,DIROFILARIASIS,0.5747324824333191
C0035085,"KIDNEY, INFARCTION",C0019061,HEMOLYTIC-UREMIC SYNDROME,0.5543864369392395
C0035085,"KIDNEY, INFARCTION",C0403559,DIALYSIS DISEQUILIBRIUM SYNDROME,0.5540457963943481
C0035085,"KIDNEY, INFARCTION",C0022660,"KIDNEY, FAILURE, ACUTE",0.5413026809692383
C0035085,"KIDNEY, INFARCTION",C0238457,"THROMBOSIS, RENAL VEIN",0.5410248637199402
C0035085,"KIDNEY, INFARCTION",C0037998,SPLENIC INFARCT,0.5359101891517639
C0035085,"KIDNEY, INFARCTION",C0156221,"GLOMERULONEPHRITIS, ACUTE",0.5176624655723572
C0035085,"KIDNEY, INFARCTION",C1843274,"NEPHRITIS, ACUTE INTERSTITIAL",0.5142585039138794
C0035086,"OSTEODYSTROPHY, RENAL",C0035579,RICKETS,0.5702137351036072
C0035086,"OSTEODYSTROPHY, RENAL",C0020630,HYPOPHOSPHATASIA,0.5643040537834167
C0035086,"OSTEODYSTROPHY, RENAL",C0027709,NEPHROCALCINOSIS,0.5428658127784729
C0035086,"OSTEODYSTROPHY, RENAL",C0029442,OSTEOMALACIA,0.5319671630859375
C0035086,"OSTEODYSTROPHY, RENAL",C0152451,"GLOMERULONEPHRITIS, CHRONIC",0.5247001647949219
C0035086,"OSTEODYSTROPHY, RENAL",C0001126,"ACIDOSIS, RENAL, TUBULAR",0.5232176780700684
C0035086,"OSTEODYSTROPHY, RENAL",C0022660,"KIDNEY, FAILURE, ACUTE",0.5186088681221008
C0035220,"RESPIRATORY DISTRESS SYNDROME, NEONATAL",C0158940,"TACHYPNEA, TRANSIENT, NEWBORN",0.6377120614051819
C0035220,"RESPIRATORY DISTRESS SYNDROME, NEONATAL",C0031190,"FETAL CIRCULATION, PERSISTENT",0.5907644033432007
C0035220,"RESPIRATORY DISTRESS SYNDROME, NEONATAL",C0235833,"HERNIA, DIAPHRAGMATIC, CONGENITAL",0.5684500932693481
C0035220,"RESPIRATORY DISTRESS SYNDROME, NEONATAL",C0040588,TRACHEOESOPHAGEAL FISTULA,0.5529451370239258
C0035220,"RESPIRATORY DISTRESS SYNDROME, NEONATAL",C0006288,"LUNG, SEQUESTRATION",0.5428918600082397
C0035220,"RESPIRATORY DISTRESS SYNDROME, NEONATAL",C0013274,"DUCTUS ARTERIOSUS, PATENT",0.5363990664482117
C0035222,"RESPIRATORY DISTRESS SYNDROME, ADULT",C0085786,"FIBROSIS, PULMONARY, INTERSTITIAL DIFFUSE",0.6306346654891968
C0035222,"RESPIRATORY DISTRESS SYNDROME, ADULT",C0158940,"TACHYPNEA, TRANSIENT, NEWBORN",0.5509467124938965
C0035222,"RESPIRATORY DISTRESS SYNDROME, ADULT",C4721509,"PNEUMONITIS, USUAL INTERSTITIAL",0.5256546139717102
C0035222,"RESPIRATORY DISTRESS SYNDROME, ADULT",C0238378,"PNEUMONIA, DESQUAMATIVE INTERSTITIAL",0.520206868648529
C0035235,"RESPIRATORY TRACT, SYNCYTIAL VIRUS INFECTION",C0149514,"BRONCHITIS, ACUTE",0.5136517286300659
C0035235,"RESPIRATORY TRACT, SYNCYTIAL VIRUS INFECTION",C0025007,MEASLES,0.5015161633491516
C0035235,"RESPIRATORY TRACT, SYNCYTIAL VIRUS INFECTION",C0010823,CYTOMEGALIC INCLUSION DISEASE,0.4990929067134857
C0035235,"RESPIRATORY TRACT, SYNCYTIAL VIRUS INFECTION",C0032238,"PLEURODYNIA, EPIDEMIC",0.49373573064804077
C0035235,"RESPIRATORY TRACT, SYNCYTIAL VIRUS INFECTION",C0037354,SMALLPOX,0.4889725148677826
C0035302,RETINAL ARTERY OCCLUSION,C0035328,RETINAL VEIN OCCLUSION,0.6339210271835327
C0035302,RETINAL ARTERY OCCLUSION,C0035317,"RETINA, HEMORRHAGE",0.6295304298400879
C0035302,RETINAL ARTERY OCCLUSION,C0035344,RETINOPATHY OF PREMATURITY,0.5569126605987549
C0035302,RETINAL ARTERY OCCLUSION,C0221069,ANTERIOR SPINAL ARTERY SYNDROME,0.5109949111938477
C0035302,RETINAL ARTERY OCCLUSION,C0017605,"GLAUCOMA, NARROW ANGLE",0.49898606538772583
C0035302,RETINAL ARTERY OCCLUSION,C3887513,Avascular Necrosis,0.4940495193004608
C0035305,"RETINA, DETACHMENT",C0035302,RETINAL ARTERY OCCLUSION,0.48730987310409546
C0035305,"RETINA, DETACHMENT",C0035317,"RETINA, HEMORRHAGE",0.48599880933761597
C0035305,"RETINA, DETACHMENT",C0035344,RETINOPATHY OF PREMATURITY,0.48042240738868713
C0035305,"RETINA, DETACHMENT",C0035334,RETINITIS PIGMENTOSA,0.4622311294078827
C0035305,"RETINA, DETACHMENT",C0206368,EXFOLIATION SYNDROME,0.4538343548774719
C0035305,"RETINA, DETACHMENT",C0011884,DIABETIC RETINOPATHY,0.44396331906318665
C0035305,"RETINA, DETACHMENT",C0017605,"GLAUCOMA, NARROW ANGLE",0.443743497133255
C0035317,"RETINA, HEMORRHAGE",C0038525,SUBARACHNOID HEMORRHAGE,0.551395058631897
C0035317,"RETINA, HEMORRHAGE",C0035328,RETINAL VEIN OCCLUSION,0.4844769835472107
C0035328,RETINAL VEIN OCCLUSION,C0035344,RETINOPATHY OF PREMATURITY,0.5141863822937012
C0035328,RETINAL VEIN OCCLUSION,C0003851,ARTERIOSCLEROSIS OBLITERANS,0.4819994866847992
C0035328,RETINAL VEIN OCCLUSION,C0041956,"URETER, OBSTRUCTION",0.47286733984947205
C0035328,RETINAL VEIN OCCLUSION,C0017605,"GLAUCOMA, NARROW ANGLE",0.4671836197376251
C0035333,RETINITIS,C0149507,"CELLULITIS, ORBITAL",0.6207318305969238
C0035333,RETINITIS,C1313983,"CONJUNCTIVITIS, CATARRHAL, ACUTE",0.5729208588600159
C0035333,RETINITIS,C0027873,NEUROMYELITIS OPTICA,0.5705289244651794
C0035333,RETINITIS,C0036416,SCLERITIS,0.5662083029747009
C0035334,RETINITIS PIGMENTOSA,C0033847,PSEUDOXANTHOMA ELASTICUM,0.5646536350250244
C0035334,RETINITIS PIGMENTOSA,C0035344,RETINOPATHY OF PREMATURITY,0.5504419207572937
C0035334,RETINITIS PIGMENTOSA,C0035335,RETINOBLASTOMA,0.5504066348075867
C0035334,RETINITIS PIGMENTOSA,C0206368,EXFOLIATION SYNDROME,0.5258992314338684
C0035334,RETINITIS PIGMENTOSA,C0699739,"NEUROPATHY, CONGENITAL, SENSORY",0.513677716255188
C0035334,RETINITIS PIGMENTOSA,C0035333,RETINITIS,0.507939875125885
C0035334,RETINITIS PIGMENTOSA,C0085642,LIVEDO RETICULARIS,0.5072147846221924
C0035335,RETINOBLASTOMA,C0035344,RETINOPATHY OF PREMATURITY,0.5920603275299072
C0035335,RETINOBLASTOMA,C0035412,RHABDOMYOSARCOMA,0.5918335914611816
C0035335,RETINOBLASTOMA,C0206624,HEPATOBLASTOMA,0.5511277914047241
C0035344,RETINOPATHY OF PREMATURITY,C0033847,PSEUDOXANTHOMA ELASTICUM,0.5182229280471802
C0035357,"FIBROSIS, RETROPERITONEAL, IDIOPATHIC",C0034152,HENOCH-SCHOENLEIN PURPURA,0.5965462923049927
C0035357,"FIBROSIS, RETROPERITONEAL, IDIOPATHIC",C3495801,"GRANULOMATOSIS, WEGENER",0.5695330500602722
C0035357,"FIBROSIS, RETROPERITONEAL, IDIOPATHIC",C0221239,"GLOMERULONEPHRITIS, RAPIDLY PROGRESSIVE",0.5602407455444336
C0035357,"FIBROSIS, RETROPERITONEAL, IDIOPATHIC",C0085179,EOSINOPHILIA-MYALGIA SYNDROME,0.5538687705993652
C0035400,REYE SYNDROME,C0023522,METACHROMATIC LEUKODYSTROPHY,0.5426331758499146
C0035400,REYE SYNDROME,C0023264,"ENCEPHALOMYELOPATHY, NECROTIZING, SUBACUTE",0.5408517718315125
C0035400,REYE SYNDROME,C0600327,TOXIC SHOCK SYNDROME,0.5337252020835876
C0035400,REYE SYNDROME,C0268547,"ACIDURIA, ARGININOSUCCINIC",0.5305586457252502
C0035412,RHABDOMYOSARCOMA,C0238525,"VULVA, SARCOMA",0.7007344961166382
C0035412,RHABDOMYOSARCOMA,C0238393,"PROSTATE, SARCOMA",0.6811688542366028
C0035412,RHABDOMYOSARCOMA,C0553580,"SARCOMA, EWING",0.6609460711479187
C0035412,RHABDOMYOSARCOMA,C0280631,"UTERUS, LEIOMYOSARCOMA",0.6584367752075195
C0035436,Rheumatic fever,C0035439,RHEUMATOID HEART DISEASE,0.7153412699699402
C0035436,Rheumatic fever,C0155862,"PNEUMONIA, STREPTOCOCCAL",0.6190641522407532
C0035436,Rheumatic fever,C0025295,"MENINGITIS, PNEUMOCOCCAL",0.5958847403526306
C0035436,Rheumatic fever,C0032238,"PLEURODYNIA, EPIDEMIC",0.5848389267921448
C0035436,Rheumatic fever,C0036285,SCARLET FEVER,0.5599547624588013
C0035439,RHEUMATOID HEART DISEASE,C0040963,"TRICUSPID VALVE, STENOSIS",0.6180242896080017
C0035439,RHEUMATOID HEART DISEASE,C0553980,"FIBROSIS, ENDOMYOCARDIAL",0.6064828634262085
C0035439,RHEUMATOID HEART DISEASE,C0026269,"MITRAL VALVE, STENOSIS",0.585712194442749
C0035439,RHEUMATOID HEART DISEASE,C1276801,ERYSIPELOID,0.5347724556922913
C0035459,"RHINITIS, ATROPHIC",C0035460,VASOMOTOR RHINITIS,0.6391005516052246
C0035459,"RHINITIS, ATROPHIC",C2607914,"RHINITIS, ALLERGIC",0.5370461344718933
C0035459,"RHINITIS, ATROPHIC",C0238036,BRONCHOCENTRIC GRANULOMATOSIS,0.5091935992240906
C0035459,"RHINITIS, ATROPHIC",C0032290,"PNEUMONIA, ASPIRATION",0.4746333658695221
C0035459,"RHINITIS, ATROPHIC",C0016089,MANSONELLIASIS OZZARDI,0.45965576171875
C0035459,"RHINITIS, ATROPHIC",C0004096,"ASTHMA, BRONCHIAL",0.45635148882865906
C0035459,"RHINITIS, ATROPHIC",C0031157,"ABSCESS, PERITONSILLAR",0.4560410976409912
C0035460,VASOMOTOR RHINITIS,C2607914,"RHINITIS, ALLERGIC",0.6866089105606079
C0035460,VASOMOTOR RHINITIS,C0149516,CHRONIC SINUSITIS,0.5757802128791809
C0035460,VASOMOTOR RHINITIS,C0004096,"ASTHMA, BRONCHIAL",0.5219420194625854
C0035460,VASOMOTOR RHINITIS,C0032290,"PNEUMONIA, ASPIRATION",0.5207351446151733
C0035460,VASOMOTOR RHINITIS,C0021400,INFLUENZA,0.5023062229156494
C0035522,"RIB, FRACTURE",C0149531,"PELVIS, FRACTURE",0.6089493632316589
C0035522,"RIB, FRACTURE",C0149860,"COCCYX, FRACTURE",0.5511900782585144
C0035522,"RIB, FRACTURE",C0238436,"STERNUM, FRACTURE",0.5358795523643494
C0035522,"RIB, FRACTURE",C0038000,SPLENIC RUPTURE,0.4929024875164032
C0035522,"RIB, FRACTURE",C0152086,"ARTHRITIS, TRAUMATIC, PRIMARY",0.44250360131263733
C0035522,"RIB, FRACTURE",C5551302,"WRIST, FRACTURE",0.4078347682952881
C0035528,ARIBOFLAVINOSIS,C0042842,VITAMIN A DEFICIENCY,0.6360216736793518
C0035528,ARIBOFLAVINOSIS,C0221065,"SPINAL CORD, SUBACUTE COMBINED DEGENERATION",0.574549674987793
C0035528,ARIBOFLAVINOSIS,C0042875,VITAMIN E DEFICIENCY,0.5468686819076538
C0035579,RICKETS,C0162429,MALNUTRITION,0.6387298107147217
C0035579,RICKETS,C0042842,VITAMIN A DEFICIENCY,0.5482980012893677
C0035579,RICKETS,C0020579,HYPERVITAMINOSIS A,0.5175575613975525
C0035579,RICKETS,C0028860,OCULOCEREBRORENAL DYSTROPHY,0.5169331431388855
C0035597,RICKETTSIALPOX,C0041473,"TYPHUS, EPIDEMIC",0.709538459777832
C0035597,RICKETTSIALPOX,C0041472,"TYPHUS, ENDEMIC",0.6868295073509216
C0035597,RICKETTSIALPOX,C0035793,ROCKY MOUNTAIN SPOTTED FEVER,0.6654040813446045
C0035597,RICKETTSIALPOX,C0036472,"TYPHUS, SCRUB",0.5202382802963257
C0035597,RICKETTSIALPOX,C0012602,DIROFILARIASIS,0.5122114419937134
C0035597,RICKETTSIALPOX,C0085399,EHRLICHIOSIS,0.5118569731712341
C0035613,RIFT VALLEY FEVER,C0153065,"ENCEPHALITIS, EASTERN EQUINE",0.6785176396369934
C0035613,RIFT VALLEY FEVER,C0153064,"ENCEPHALITIS, WESTERN EQUINE",0.6365044713020325
C0035613,RIFT VALLEY FEVER,C0043395,YELLOW FEVER,0.627861499786377
C0035613,RIFT VALLEY FEVER,C0014057,"ENCEPHALITIS, JAPANESE B",0.6121864318847656
C0035793,ROCKY MOUNTAIN SPOTTED FEVER,C0041473,"TYPHUS, EPIDEMIC",0.7705362439155579
C0035793,ROCKY MOUNTAIN SPOTTED FEVER,C0085399,EHRLICHIOSIS,0.7643185257911682
C0035793,ROCKY MOUNTAIN SPOTTED FEVER,C0041472,"TYPHUS, ENDEMIC",0.7495092749595642
C0035854,ROSACEA,C5574816,"LUPUS ERYTHEMATOSUS, DISCOID",0.5747809410095215
C0035854,ROSACEA,C0036508,"DERMATITIS, SEBORRHEIC",0.5723130106925964
C0035854,ROSACEA,C0015458,"FACE, HEMIATROPHY, PROGRESSIVE",0.5392436385154724
C0035854,ROSACEA,C0011633,DERMATOMYOSITIS,0.521364688873291
C0035854,ROSACEA,C0013595,ECZEMA,0.5069090723991394
C0035854,ROSACEA,C0011616,"DERMATITIS, CONTACT",0.506446361541748
C0035854,ROSACEA,C0023646,LICHEN PLANUS,0.4988061785697937
C0035920,RUBELLA,C0238099,"ENCEPHALITIS, RUBELLA",0.7227177023887634
C0035920,RUBELLA,C0085273,ERYTHEMA INFECTIOSUM,0.657470703125
C0035920,RUBELLA,C0041351,TULAREMIA,0.6228643655776978
C0035920,RUBELLA,C0035793,ROCKY MOUNTAIN SPOTTED FEVER,0.5932154655456543
C0035920,RUBELLA,C0040830,TRENCH FEVER,0.5904825329780579
C0036091,SIALOLITHIASIS,C0026683,MUCOCELE,0.4931657016277313
C0036091,SIALOLITHIASIS,C0037023,SIALADENITIS,0.44525787234306335
C0036091,SIALOLITHIASIS,C0206673,SYRINGOMA,0.44011151790618896
C0036091,SIALOLITHIASIS,C0151546,"MOUTH, CARCINOMA",0.43665269017219543
C0036091,SIALOLITHIASIS,C0149862,"COLON, ADENOMA, VILLOUS",0.43622538447380066
C0036091,SIALOLITHIASIS,C0266283,"THYROID, ECTOPIC",0.41191303730010986
C0036091,SIALOLITHIASIS,C0395887,TYMPANOSCLEROSIS,0.3912389874458313
C0036114,"FOOD POISONING, SALMONELLA",C0038159,"FOOD POISONING, STAPHYLOCOCCAL",0.6772199273109436
C0036114,"FOOD POISONING, SALMONELLA",C0040896,TRICHINOSIS,0.5656721591949463
C0036114,"FOOD POISONING, SALMONELLA",C0041466,TYPHOID FEVER,0.5548606514930725
C0036114,"FOOD POISONING, SALMONELLA",C0030528,PARATYPHOID,0.5183568596839905
C0036114,"FOOD POISONING, SALMONELLA",C0275982,CAMPYLOBACTER ENTERITIS,0.48609426617622375
C0036202,SARCOIDOSIS,C0008728,Churg-Strauss syndrome,0.5666822791099548
C0036202,SARCOIDOSIS,C0030409,PARACOCCIDIOIDOMYCOSIS,0.5580374598503113
C0036202,SARCOIDOSIS,C3495801,"GRANULOMATOSIS, WEGENER",0.5516670942306519
C0036202,SARCOIDOSIS,C1384600,"Juvenile RA, systemic onset",0.5397691130638123
C0036202,SARCOIDOSIS,C0311284,"RETICULOHISTIOCYTOMA, MULTICENTRIC",0.5352970957756042
C0036202,SARCOIDOSIS,C0311220,LYMPHOCYTOMA CUTIS,0.5301173329353333
C0036220,KAPOSI SARCOMA,C0238208,"KIDNEY, FIBROSARCOMA",0.5827489495277405
C0036220,KAPOSI SARCOMA,C0030186,"PAGET DISEASE, EXTRAMAMMARY",0.5649857521057129
C0036220,KAPOSI SARCOMA,C0016057,FIBROSARCOMA,0.5590551495552063
C0036220,KAPOSI SARCOMA,C0221011,"PAPULOSIS, MALIGNANT, ATROPHIC",0.5327221751213074
C0036220,KAPOSI SARCOMA,C0238352,"PENIS, SARCOMA",0.5320385098457336
C0036220,KAPOSI SARCOMA,C0410005,"FASCIITIS, NODULAR",0.5258627533912659
C0036262,SCABIES,C0035793,ROCKY MOUNTAIN SPOTTED FEVER,0.522659420967102
C0036262,SCABIES,C0013595,ECZEMA,0.520932137966156
C0036262,SCABIES,C0007642,CELLULITIS,0.5107176303863525
C0036262,SCABIES,C0011616,"DERMATITIS, CONTACT",0.5059342384338379
C0036262,SCABIES,C0012602,DIROFILARIASIS,0.5038228034973145
C0036262,SCABIES,C0024198,Lyme disease,0.4977008104324341
C0036285,SCARLET FEVER,C0036689,"PHARYNGITIS, STREPTOCOCCAL",0.5979229211807251
C0036329,SCHISTOSOMIASIS JAPONICA,C0036330,SCHISTOSOMIASIS MANSONI,0.8092690706253052
C0036329,SCHISTOSOMIASIS JAPONICA,C0276926,SCHISTOSOMIASIS HAEMATOBIA,0.6586048007011414
C0036329,SCHISTOSOMIASIS JAPONICA,C0546996,"SCHISTOSOMIASIS, CUTANEOUS",0.5581732392311096
C0036329,SCHISTOSOMIASIS JAPONICA,C0018889,HELMINTHIASIS,0.5370440483093262
C0036329,SCHISTOSOMIASIS JAPONICA,C0013502,ECHINOCOCCOSIS,0.5090968012809753
C0036329,SCHISTOSOMIASIS JAPONICA,C0009187,COCCIDIOSIS,0.5059111714363098
C0036329,SCHISTOSOMIASIS JAPONICA,C0002438,AMEBIASIS,0.503329873085022
C0036330,SCHISTOSOMIASIS MANSONI,C0276926,SCHISTOSOMIASIS HAEMATOBIA,0.6952697038650513
C0036330,SCHISTOSOMIASIS MANSONI,C0018889,HELMINTHIASIS,0.588300347328186
C0036330,SCHISTOSOMIASIS MANSONI,C0546996,"SCHISTOSOMIASIS, CUTANEOUS",0.5613426566123962
C0036330,SCHISTOSOMIASIS MANSONI,C0013502,ECHINOCOCCOSIS,0.5516608357429504
C0036341,SCHIZOPHRENIA,C0036344,"SCHIZOPHRENIA, CATATONIC",0.6849234104156494
C0036341,SCHIZOPHRENIA,C0001957,DELERIUM TREMENS,0.47410184144973755
C0036341,SCHIZOPHRENIA,C0751495,FOCAL SEIZURE,0.428457647562027
C0036341,SCHIZOPHRENIA,C0149911,HYPERCALCEMIA OF MALIGNANCY,0.4055390954017639
C0036341,SCHIZOPHRENIA,C0349231,PHOBIC NEUROSIS,0.3996066749095917
C0036344,"SCHIZOPHRENIA, CATATONIC",C0014549,"EPILEPSY, GRAND MAL",0.5017046332359314
C0036344,"SCHIZOPHRENIA, CATATONIC",C0751495,FOCAL SEIZURE,0.4858196973800659
C0036344,"SCHIZOPHRENIA, CATATONIC",C0001957,DELERIUM TREMENS,0.47581642866134644
C0036344,"SCHIZOPHRENIA, CATATONIC",C0812437,OCULODENTODIGITAL DYSPLASIA SYNDROME,0.4598967432975769
C0036416,SCLERITIS,C1527383,MORPHEA,0.5871438384056091
C0036416,SCLERITIS,C0038013,Ankylosing spondylitis,0.5734558701515198
C0036416,SCLERITIS,C0042170,VOGT-KOYANAGI SYNDROME,0.5647473335266113
C0036416,SCLERITIS,C0005741,TARSITIS,0.5645256638526917
C0036421,Progressive systemic sclerosis,C1258104,"SCLERODERMA, DIFFUSE",0.8127326369285583
C0036421,Progressive systemic sclerosis,C0206138,CREST SYNDROME,0.696274995803833
C0036421,Progressive systemic sclerosis,C1527383,MORPHEA,0.6377332210540771
C0036421,Progressive systemic sclerosis,C5574816,"LUPUS ERYTHEMATOSUS, DISCOID",0.5818396210670471
C0036472,"TYPHUS, SCRUB",C0041473,"TYPHUS, EPIDEMIC",0.5737937688827515
C0036472,"TYPHUS, SCRUB",C0041472,"TYPHUS, ENDEMIC",0.5732583999633789
C0036472,"TYPHUS, SCRUB",C0035793,ROCKY MOUNTAIN SPOTTED FEVER,0.5401498675346375
C0036472,"TYPHUS, SCRUB",C0030424,PARAGONIMIASIS,0.5104089379310608
C0036472,"TYPHUS, SCRUB",C0085399,EHRLICHIOSIS,0.5052399635314941
C0036472,"TYPHUS, SCRUB",C0006060,"TICK-BORNE RICKETTSIOSIS, EASTERN HEMISPHERE",0.49782294034957886
C0036474,SCURVY,C0042880,VITAMIN K DEFICIENCY,0.5447208285331726
C0036474,SCURVY,C0035528,ARIBOFLAVINOSIS,0.5181177854537964
C0036474,SCURVY,C0020579,HYPERVITAMINOSIS A,0.5122452974319458
C0036474,SCURVY,C0033847,PSEUDOXANTHOMA ELASTICUM,0.4700392484664917
C0036474,SCURVY,C0042842,VITAMIN A DEFICIENCY,0.4672812819480896
C0036474,SCURVY,C0238309,"NEUROPATHY, ISCHEMIC",0.46663782000541687
C0036474,SCURVY,C0015499,FACTOR V DEFICIENCY,0.466307669878006
C0036508,"DERMATITIS, SEBORRHEIC",C0011606,"DERMATITIS, EXFOLIATIVE, GENERALIZED",0.6487905383110046
C0036508,"DERMATITIS, SEBORRHEIC",C0013595,ECZEMA,0.569409191608429
C0036508,"DERMATITIS, SEBORRHEIC",C0011616,"DERMATITIS, CONTACT",0.5689368844032288
C0036508,"DERMATITIS, SEBORRHEIC",C0033860,PSORIASIS,0.5640557408332825
C0036689,"PHARYNGITIS, STREPTOCOCCAL",C0025295,"MENINGITIS, PNEUMOCOCCAL",0.6117825508117676
C0036689,"PHARYNGITIS, STREPTOCOCCAL",C0023059,"LARYNX, PERICHONDRITIS",0.54647296667099
C0036689,"PHARYNGITIS, STREPTOCOCCAL",C0032308,"PNEUMONIA, STAPHYLOCOCCAL",0.5407364964485168
C0036689,"PHARYNGITIS, STREPTOCOCCAL",C0035436,Rheumatic fever,0.528689444065094
C0036689,"PHARYNGITIS, STREPTOCOCCAL",C0001327,"LARYNGITIS, ACUTE",0.510145902633667
C0036690,SEPTICEMIA,C0456103,"SEPSIS, NEONATAL",0.5869297981262207
C0036690,SEPTICEMIA,C0034152,HENOCH-SCHOENLEIN PURPURA,0.5655232071876526
C0036690,SEPTICEMIA,C0035436,Rheumatic fever,0.5521326065063477
C0036690,SEPTICEMIA,C0031154,PERITONITIS,0.5515000820159912
C0036690,SEPTICEMIA,C0085179,EOSINOPHILIA-MYALGIA SYNDROME,0.5359833240509033
C0036690,SEPTICEMIA,C0600327,TOXIC SHOCK SYNDROME,0.5342792272567749
C0036690,SEPTICEMIA,C0034362,Q FEVER,0.5147777795791626
C0036830,SERUM SICKNESS,C0151436,"ANGIITIS, HYPERSENSITIVITY",0.5965234637260437
C0036830,SERUM SICKNESS,C0034152,HENOCH-SCHOENLEIN PURPURA,0.5585931539535522
C0036830,SERUM SICKNESS,C0263591,DRUG-INDUCED LUPUS,0.5524895787239075
